,match
2505,EUN1_3306674077
2506,EUN1_3306639857
2507,EUN1_3306637466
2508,EUN1_3306241569
2509,EUN1_3306203014
2510,EUN1_3306066912
2511,EUN1_3306053121
2512,EUN1_3306022084
2513,EUN1_3306009073
2514,EUN1_3305993438
2515,EUN1_3305876811
2516,EUN1_3305852722
2517,EUN1_3305828419
2518,EUN1_3305794642
2519,EUN1_3305752386
2520,EUN1_3305701716
2521,EUN1_3305653661
2522,EUN1_3305619867
2523,EUN1_3305585525
2524,EUN1_3305540840
2525,EUN1_3305523592
2526,EUN1_3304421887
2527,EUN1_3304388828
2528,EUN1_3304361627
2529,EUN1_3304346951
2530,EUN1_3304302100
2531,EUN1_3304259073
2532,EUN1_3303669133
2533,EUN1_3303597521
2534,EUN1_3303166088
2535,EUN1_3303141848
2536,EUN1_3303120351
2537,EUN1_3303089464
2538,EUN1_3303012675
2539,EUN1_3302996405
2540,EUN1_3302887381
2541,EUN1_3302866000
2542,EUN1_3302822851
2543,EUN1_3302787210
2544,EUN1_3302435324
2545,EUN1_3302386179
2546,EUN1_3302381269
2547,EUN1_3302350981
2548,EUN1_3302327938
2549,EUN1_3302307855
2550,EUN1_3302297817
2551,EUN1_3302196885
2552,EUN1_3302156734
2553,EUN1_3302119898
2554,EUN1_3302103200
2555,EUN1_3302063611
2556,EUN1_3302027829
2557,EUN1_3301993812
2558,EUN1_3301766879
2559,EUN1_3301634031
2560,EUN1_3301501178
2561,EUN1_3300882985
2562,EUN1_3300861802
2563,EUN1_3300839463
2564,EUN1_3300495880
2565,EUN1_3300467668
2566,EUN1_3300205420
2567,EUN1_3300190613
2568,EUN1_3300034056
2569,EUN1_3300007216
2570,EUN1_3299758035
2571,EUN1_3299731130
2572,EUN1_3299693703
2573,EUN1_3299660439
2574,EUN1_3298090422
2575,EUN1_3298052097
2576,EUN1_3298024108
2577,EUN1_3297857828
2578,EUN1_3297833967
2579,EUN1_3297378972
2580,EUN1_3297354880
2581,EUN1_3297337340
2582,EUN1_3297304720
2583,EUN1_3297185505
2584,EUN1_3297175486
2585,EUN1_3297166237
2586,EUN1_3297154665
2587,EUN1_3297137797
2588,EUN1_3296490284
2589,EUN1_3296477626
2590,EUN1_3296469326
2591,EUN1_3296462203
2592,EUN1_3295996854
2593,EUN1_3295975986
2594,EUN1_3295969219
2595,EUN1_3295945582
2596,EUN1_3295789124
2597,EUN1_3295158301
2598,EUN1_3295145751
2599,EUN1_3295137737
2600,EUN1_3295134431
2601,EUN1_3295128500
2602,EUN1_3295111364
2603,EUN1_3295103472
2604,EUN1_3295092857
2605,EUN1_3295079076
2606,EUN1_3295045779
2607,EUN1_3294261412
2608,EUN1_3293994153
2609,EUN1_3293909005
2610,EUN1_3293881691
2611,EUN1_3293849202
2612,EUN1_3293780403
2613,EUN1_3293749765
2614,EUN1_3293716102
2615,EUN1_3293683468
2616,EUN1_3293662038
2617,EUN1_3293244332
2618,EUN1_3293197740
2619,EUN1_3293163325
2620,EUN1_3293129561
2621,EUN1_3293082453
2622,EUN1_3293042636
2623,EUN1_3292996787
2624,EUN1_3292963742
2625,EUN1_3292700680
2626,EUN1_3292378255
2627,EUN1_3292349180
2628,EUN1_3292299030
2629,EUN1_3292031945
2630,EUN1_3292033497
2631,EUN1_3291883756
2632,EUN1_3291845319
2633,EUN1_3291787237
2634,EUN1_3291741041
2635,EUN1_3291709346
2636,EUN1_3291664296
2637,EUN1_3291652091
2638,EUN1_3291580383
2639,EUN1_3291323987
2640,EUN1_3291302389
2641,EUN1_3291274257
2642,EUN1_3290255409
2643,EUN1_3289667105
2644,EUN1_3289653748
2645,EUN1_3289636333
2646,EUN1_3289622196
2647,EUN1_3288888004
2648,EUN1_3288886238
2649,EUN1_3288869736
2650,EUN1_3288860095
2651,EUN1_3288836341
2652,EUN1_3288779153
2653,EUN1_3264643079
2654,EUN1_3264632089
2655,EUN1_3264610838
2656,EUN1_3264127240
2657,EUN1_3261953810
2658,EUN1_3261945224
2659,EUN1_3261918185
2660,EUN1_3261897425
2661,EUN1_3261432875
2662,EUN1_3261429142
2663,EUN1_3261416347
2664,EUN1_3261336789
2665,EUN1_3259912030
2666,EUN1_3259880918
2667,EUN1_3259858098
2668,EUN1_3259832825
2669,EUN1_3259818655
2670,EUN1_3259795934
2671,EUN1_3259772065
2672,EUN1_3259751973
2673,EUN1_3301697486
2674,EUN1_3301661614
2675,EUN1_3301641565
2676,EUN1_3301510250
2677,EUN1_3301487671
2678,EUN1_3301357369
2679,EUN1_3301299833
2680,EUN1_3301244969
2681,EUN1_3301234030
2682,EUN1_3301218937
2683,EUN1_3301181766
2684,EUN1_3301143433
2685,EUN1_3301104799
2686,EUN1_3301080439
2687,EUN1_3301060927
2688,EUN1_3301034263
2689,EUN1_3300921022
2690,EUN1_3300898061
2691,EUN1_3300867115
2692,EUN1_3300832466
2693,EUN1_3300726887
2694,EUN1_3300632887
2695,EUN1_3300574047
2696,EUN1_3300522958
2697,EUN1_3300481424
2698,EUN1_3300445839
2699,EUN1_3300395408
2700,EUN1_3300366354
2701,EUN1_3300347182
2702,EUN1_3300330952
2703,EUN1_3300092586
2704,EUN1_3300046335
2705,EUN1_3299918460
2706,EUN1_3299356920
2707,EUN1_3299311524
2708,EUN1_3298921770
2709,EUN1_3298891621
2710,EUN1_3298633013
2711,EUN1_3298629199
2712,EUN1_3298594420
2713,EUN1_3298563812
2714,EUN1_3298532006
2715,EUN1_3298459651
2716,EUN1_3297400824
2717,EUN1_3297087165
2718,EUN1_3297000549
2719,EUN1_3296913727
2720,EUN1_3296840345
2721,EUN1_3296794300
2722,EUN1_3296760072
2723,EUN1_3296716664
2724,EUN1_3296677213
2725,EUN1_3296642383
2726,EUN1_3296447952
2727,EUN1_3296425213
2728,EUN1_3296356380
2729,EUN1_3296256176
2730,EUN1_3296162966
2731,EUN1_3296109821
2732,EUN1_3296065832
2733,EUN1_3295782822
2734,EUN1_3295708748
2735,EUN1_3295666779
2736,EUN1_3295633363
2737,EUN1_3295596345
2738,EUN1_3295561741
2739,EUN1_3295411528
2740,EUN1_3295352254
2741,EUN1_3295313991
2742,EUN1_3295297198
2743,EUN1_3294229006
2744,EUN1_3294209995
2745,EUN1_3294191722
2746,EUN1_3294162266
2747,EUN1_3294129340
2748,EUN1_3293866488
2749,EUN1_3293818848
2750,EUN1_3293787232
2751,EUN1_3293748430
2752,EUN1_3293714063
2753,EUN1_3293692753
2754,EUN1_3293660261
2755,EUN1_3293628375
2756,EUN1_3293606184
2757,EUN1_3293598018
2758,EUN1_3293579410
2759,EUW1_6224102356
2760,EUW1_6224072708
2761,EUW1_6224005354
2762,EUW1_6220803636
2763,EUW1_6191130518
2764,EUW1_6191090235
2765,EUW1_6191069937
2766,EUW1_6191031933
2767,EUW1_6190774550
2768,EUW1_6190718823
2769,EUW1_6190634339
2770,EUW1_6190572360
2771,EUW1_6190535839
2772,EUN1_3315965496
2773,EUN1_3315936537
2774,EUN1_3315821699
2775,EUN1_3315706465
2776,EUN1_3315701962
2777,EUN1_3315697827
2778,EUN1_3315700094
2779,EUN1_3315621537
2780,EUN1_3315603062
2781,EUN1_3315578658
2782,EUN1_3315542839
2783,EUN1_3315473572
2784,EUN1_3315408075
2785,EUN1_3315389387
2786,EUN1_3315372475
2787,EUN1_3315351846
2788,EUN1_3315224681
2789,EUN1_3315209738
2790,EUN1_3315107590
2791,EUN1_3315104034
2792,EUN1_3315101759
2793,EUN1_3315093181
2794,EUN1_3315028767
2795,EUN1_3314992729
2796,EUN1_3314948975
2797,EUN1_3314902518
2798,EUN1_3314813852
2799,EUN1_3314787156
2800,EUN1_3314723545
2801,EUN1_3314693843
2802,EUN1_3314557457
2803,EUN1_3314348757
2804,EUN1_3314341045
2805,EUN1_3314334598
2806,EUN1_3314305935
2807,EUN1_3314287192
2808,EUN1_3314269982
2809,EUN1_3313955776
2810,EUN1_3313908645
2811,EUN1_3313871906
2812,EUN1_3313769547
2813,EUN1_3313589495
2814,EUN1_3313578746
2815,EUN1_3313547456
2816,EUN1_3313509820
2817,EUN1_3313341626
2818,EUN1_3313166689
2819,EUN1_3313141827
2820,EUN1_3313118256
2821,EUN1_3313071562
2822,EUN1_3312881804
2823,EUN1_3312875858
2824,EUN1_3312861623
2825,EUN1_3312851133
2826,EUN1_3312823878
2827,EUN1_3312747950
2828,EUN1_3312644506
2829,EUN1_3312604291
2830,EUN1_3312569466
2831,EUN1_3312418428
2832,EUN1_3312397059
2833,EUN1_3312382348
2834,EUN1_3312363706
2835,EUN1_3312322212
2836,EUN1_3312297563
2837,EUN1_3312264247
2838,EUN1_3312232962
2839,EUN1_3312112264
2840,EUN1_3312105458
2841,EUN1_3312099329
2842,EUN1_3312051121
2843,EUN1_3312023607
2844,EUN1_3311829783
2845,EUN1_3311810924
2846,EUN1_3311775435
2847,EUN1_3311684178
2848,EUN1_3311664947
2849,EUN1_3311657125
2850,EUN1_3311635255
2851,EUN1_3311448313
2852,EUN1_3311439933
2853,EUN1_3311428292
2854,EUN1_3311419798
2855,EUN1_3311412689
2856,EUN1_3311403674
2857,EUN1_3311395150
2858,EUN1_3311383101
2859,EUN1_3311296166
2860,EUN1_3311273757
2861,EUN1_3311259205
2862,EUN1_3311228359
2863,EUN1_3311208442
2864,EUN1_3311181060
2865,EUN1_3311169735
2866,EUN1_3311035486
2867,EUN1_3310801192
2868,EUN1_3310795684
2869,EUN1_3310793184
2870,EUN1_3310787108
2871,EUN1_3302922275
2872,EUN1_3302918135
2873,EUN1_3302870019
2874,EUN1_3302841716
2875,EUN1_3302219683
2876,EUN1_3302210098
2877,EUN1_3302189977
2878,EUN1_3302166722
2879,EUN1_3302140490
2880,EUN1_3301834431
2881,EUN1_3301757475
2882,EUN1_3301740650
2883,EUN1_3301701660
2884,EUN1_3301679782
2885,EUN1_3301661614
2886,EUN1_3301645729
2887,EUN1_3301245192
2888,EUN1_3301228459
2889,EUN1_3301212233
2890,EUN1_3301150738
2891,EUN1_3301132341
2892,EUN1_3301104799
2893,EUN1_3300891747
2894,EUN1_3300867115
2895,EUN1_3300844120
2896,EUN1_3300625205
2897,EUN1_3300595254
2898,EUN1_3300572076
2899,EUN1_3300540887
2900,EUN1_3300508220
2901,EUN1_3300469724
2902,EUN1_3300445839
2903,EUN1_3300431095
2904,EUN1_3300406121
2905,EUN1_3300379630
2906,EUN1_3300227202
2907,EUN1_3300187947
2908,EUN1_3300147086
2909,EUN1_3300079055
2910,EUN1_3300024909
2911,EUN1_3299982760
2912,EUN1_3299880223
2913,EUN1_3299842578
2914,EUN1_3299816725
2915,EUN1_3299781988
2916,EUN1_3299755154
2917,EUN1_3299684179
2918,EUN1_3299454793
2919,EUN1_3299445794
2920,EUN1_3299437392
2921,EUN1_3299426454
2922,EUN1_3299403568
2923,EUN1_3299379611
2924,EUN1_3299154449
2925,EUN1_3299117687
2926,EUN1_3299092057
2927,EUN1_3299056432
2928,EUN1_3299022812
2929,EUN1_3298940699
2930,EUN1_3298910474
2931,EUN1_3298846421
2932,EUN1_3298532006
2933,EUN1_3298510265
2934,EUN1_3298472408
2935,EUN1_3298436758
2936,EUN1_3298384774
2937,EUN1_3298357181
2938,EUN1_3298315444
2939,EUN1_3297304720
2940,EUN1_3297140272
2941,EUN1_3297110460
2942,EUN1_3296912520
2943,EUN1_3295907820
2944,EUN1_3295889220
2945,EUN1_3295875895
2946,EUN1_3295494772
2947,EUN1_3295466643
2948,EUN1_3294220439
2949,EUN1_3294195579
2950,EUN1_3294156318
2951,EUN1_3294106110
2952,EUN1_3294063583
2953,EUN1_3294018055
2954,EUN1_3293904797
2955,EUN1_3293879248
2956,EUN1_3293849202
2957,EUN1_3293815366
2958,EUN1_3293773284
2959,EUN1_3293716102
2960,EUN1_3293670722
2961,EUN1_3293632973
2962,EUN1_3293593980
2963,EUN1_3293418548
2964,EUN1_3293415456
2965,EUN1_3293408376
2966,EUN1_3293396809
2967,EUN1_3293346732
2968,EUN1_3293327325
2969,EUN1_3293287262
2970,EUN1_3304924691
2971,EUN1_3304890896
2972,EUN1_3304845838
2973,EUN1_3304481767
2974,EUN1_3304474862
2975,EUN1_3304464053
2976,EUN1_3304447381
2977,EUN1_3304420961
2978,EUN1_3304069543
2979,EUN1_3304047459
2980,EUN1_3304028530
2981,EUN1_3304005079
2982,EUN1_3303987668
2983,EUN1_3303969298
2984,EUN1_3303954286
2985,EUN1_3303932379
2986,EUN1_3303913941
2987,EUN1_3303890955
2988,EUN1_3303870651
2989,EUN1_3303665264
2990,EUN1_3303643848
2991,EUN1_3303635583
2992,EUN1_3302941500
2993,EUN1_3302934648
2994,EUN1_3302925593
2995,EUN1_3302878255
2996,EUN1_3302865151
2997,EUN1_3302323461
2998,EUN1_3302306826
2999,EUN1_3300893948
3000,EUN1_3300869966
3001,EUN1_3300692822
3002,EUN1_3300633418
3003,EUN1_3300580963
3004,EUN1_3300260532
3005,EUN1_3300257086
3006,EUN1_3300238891
3007,EUN1_3300222153
3008,EUN1_3297631351
3009,EUN1_3297522856
3010,EUN1_3297483258
3011,EUN1_3297450546
3012,EUN1_3296392490
3013,EUN1_3296357763
3014,EUN1_3296278764
3015,EUN1_3296241891
3016,EUN1_3296200248
3017,EUN1_3296151302
3018,EUN1_3295822125
3019,EUN1_3295818264
3020,EUN1_3295811850
3021,EUN1_3295812471
3022,EUN1_3295784302
3023,EUN1_3295760553
3024,EUN1_3295733829
3025,EUN1_3295702221
3026,EUN1_3295673458
3027,EUN1_3295636583
3028,EUN1_3295599503
3029,EUN1_3295561512
3030,EUN1_3295476882
3031,EUN1_3295456737
3032,EUN1_3295419327
3033,EUN1_3294688413
3034,EUN1_3294273756
3035,EUN1_3294272505
3036,EUN1_3294274207
3037,EUN1_3294083032
3038,EUN1_3294006341
3039,EUN1_3293939878
3040,EUN1_3293895731
3041,EUN1_3293402510
3042,EUN1_3293393184
3043,EUN1_3293351754
3044,EUN1_3293298533
3045,EUN1_3293265441
3046,EUN1_3293209561
3047,EUN1_3293178205
3048,EUN1_3293141665
3049,EUN1_3293106301
3050,EUN1_3292661882
3051,EUN1_3292652833
3052,EUN1_3292647228
3053,EUN1_3292631188
3054,EUN1_3292585555
3055,EUN1_3292534590
3056,EUN1_3292012787
3057,EUN1_3292000174
3058,EUN1_3291983498
3059,EUN1_3291956176
3060,EUN1_3291573160
3061,EUN1_3291553165
3062,EUN1_3291525639
3063,EUN1_3291504558
3064,EUN1_3288836204
3065,EUN1_3288803342
3066,EUN1_3288776636
3067,EUN1_3288730850
3068,EUN1_3288692875
3069,EUN1_3291937359
3070,EUN1_3291811363
3071,EUN1_3291778540
3072,EUN1_3291754382
3073,EUN1_3291715360
3074,EUN1_3291679832
3075,EUN1_3291648640
3076,EUN1_3291639704
3077,EUN1_3291608550
3078,EUN1_3291583730
3079,EUN1_3291562922
3080,EUN1_3291543791
3081,EUN1_3259676520
3082,EUN1_3257723909
3083,EUN1_3250817600
3084,EUN1_3250311383
3085,EUN1_3250284318
3086,EUN1_3250244810
3087,EUN1_3250205104
3088,EUN1_3249976556
3089,EUN1_3249468365
3090,EUN1_3248963566
3091,EUN1_3248928846
3092,EUN1_3248897167
3093,EUN1_3247759225
3094,EUN1_3247555733
3095,EUN1_3244428373
3096,EUN1_3244392936
3097,EUN1_3244357644
3098,EUN1_3244322393
3099,EUN1_3243829902
3100,EUN1_3243800587
3101,EUN1_3243768504
3102,EUN1_3243741602
3103,EUN1_3242588225
3104,EUN1_3242553648
3105,EUN1_3242510685
3106,EUN1_3242478838
3107,EUN1_3242345497
3108,EUN1_3242327638
3109,EUN1_3242302372
3110,EUN1_3242284386
3111,EUN1_3242043940
3112,EUN1_3242010370
3113,EUN1_3241976224
3114,EUN1_3241929798
3115,EUN1_3241887639
3116,EUN1_3241844998
3117,EUN1_3240427559
3118,EUN1_3240379861
3119,EUN1_3240325061
3120,EUN1_3240308104
3121,EUN1_3239552104
3122,EUN1_3239529538
3123,EUN1_3239509160
3124,EUN1_3239496565
3125,EUN1_3239310350
3126,EUN1_3239266848
3127,EUN1_3238087589
3128,EUN1_3238048562
3129,EUN1_3238006591
3130,EUN1_3216414481
3131,EUN1_3212028389
3132,EUN1_3205213393
3133,EUN1_3205166240
3134,EUN1_3203350818
3135,EUN1_3203306079
3136,EUN1_3203288530
3137,EUN1_3203184366
3138,EUN1_3196026164
3139,EUN1_3193624582
3140,EUN1_3193621312
3141,EUN1_3193286989
3142,EUN1_3192548888
3143,EUN1_3192380199
3144,EUN1_3192388181
3145,EUN1_3192325229
3146,EUN1_3192021094
3147,EUN1_3191968052
3148,EUN1_3191944796
3149,EUN1_3191940417
3150,EUN1_3191558520
3151,EUN1_3191486215
3152,EUN1_3191500257
3153,EUN1_3191507750
3154,EUN1_3191465128
3155,EUN1_3191432099
3156,EUN1_3191440283
3157,EUN1_3191458888
3158,EUN1_3187332757
3159,EUN1_3187310180
3160,EUN1_3187327935
3161,EUN1_3187291815
3162,EUN1_3187257658
3163,EUN1_3186979449
3164,EUN1_3186823606
3165,EUN1_3186810824
3166,EUN1_3185850357
3167,EUN1_3185837946
3168,EUN1_3311766691
3169,EUN1_3311414894
3170,EUN1_3311412087
3171,EUN1_3311403395
3172,EUN1_3311383066
3173,EUN1_3311365757
3174,EUN1_3311075705
3175,EUN1_3310892834
3176,EUN1_3310592735
3177,EUN1_3310571463
3178,EUN1_3310552459
3179,EUN1_3310525465
3180,EUN1_3310469210
3181,EUN1_3310440773
3182,EUN1_3310415633
3183,EUN1_3310386291
3184,EUN1_3310320159
3185,EUN1_3310279339
3186,EUN1_3310262314
3187,EUN1_3310244621
3188,EUN1_3310237409
3189,EUN1_3310229336
3190,EUN1_3310220358
3191,EUN1_3310202077
3192,EUN1_3310194335
3193,EUN1_3310004854
3194,EUN1_3309988776
3195,EUN1_3309964578
3196,EUN1_3309940286
3197,EUN1_3309823802
3198,EUN1_3309805763
3199,EUN1_3309758330
3200,EUN1_3309716387
3201,EUN1_3309685627
3202,EUN1_3309660441
3203,EUN1_3309619815
3204,EUN1_3309572278
3205,EUN1_3309531190
3206,EUN1_3309507179
3207,EUN1_3309474484
3208,EUN1_3309450220
3209,EUN1_3309106308
3210,EUN1_3308740787
3211,EUN1_3308726556
3212,EUN1_3308666981
3213,EUN1_3308651873
3214,EUN1_3308646418
3215,EUN1_3308635435
3216,EUN1_3308631591
3217,EUN1_3308368100
3218,EUN1_3308190068
3219,EUN1_3307956642
3220,EUN1_3307952619
3221,EUN1_3307945036
3222,EUN1_3307398833
3223,EUN1_3307274697
3224,EUN1_3307076595
3225,EUN1_3307060110
3226,EUN1_3306936258
3227,EUN1_3306911631
3228,EUN1_3305950589
3229,EUN1_3305949695
3230,EUN1_3305513545
3231,EUN1_3305492421
3232,EUN1_3305474528
3233,EUN1_3305458929
3234,EUN1_3305304681
3235,EUN1_3305302267
3236,EUN1_3305298331
3237,EUN1_3305291986
3238,EUN1_3305291022
3239,EUN1_3305292265
3240,EUN1_3305285960
3241,EUN1_3302798660
3242,EUN1_3302772488
3243,EUN1_3301424313
3244,EUN1_3300266494
3245,EUN1_3300261383
3246,EUN1_3300256491
3247,EUN1_3300249086
3248,EUN1_3300233965
3249,EUN1_3300224205
3250,EUN1_3300206540
3251,EUN1_3300190798
3252,EUN1_3300175080
3253,EUN1_3300149011
3254,EUN1_3300121163
3255,EUN1_3300070043
3256,EUN1_3300041089
3257,EUN1_3300002497
3258,EUN1_3299963984
3259,EUN1_3299926845
3260,EUN1_3299891340
3261,EUN1_3299859557
3262,EUN1_3299820675
3263,EUN1_3299796318
3264,EUN1_3299759729
3265,EUN1_3299719239
3266,EUN1_3299362491
3267,EUN1_3307444474
3268,EUN1_3307413314
3269,EUN1_3307398224
3270,EUN1_3307380684
3271,EUN1_3307373572
3272,EUN1_3305006241
3273,EUN1_3304967382
3274,EUN1_3304926430
3275,EUN1_3304890896
3276,EUN1_3304854054
3277,EUN1_3304827612
3278,EUN1_3304796021
3279,EUN1_3304762549
3280,EUN1_3304717452
3281,EUN1_3304685492
3282,EUN1_3304641067
3283,EUN1_3304610729
3284,EUN1_3304587648
3285,EUN1_3304335105
3286,EUN1_3304297470
3287,EUN1_3304255778
3288,EUN1_3304224225
3289,EUN1_3304185359
3290,EUN1_3304130118
3291,EUN1_3304090079
3292,EUN1_3304056041
3293,EUN1_3304026986
3294,EUN1_3303998851
3295,EUN1_3303973422
3296,EUN1_3303660370
3297,EUN1_3303525137
3298,EUN1_3303480208
3299,EUN1_3303442731
3300,EUN1_3303404096
3301,EUN1_3303359785
3302,EUN1_3303321897
3303,EUN1_3303290600
3304,EUN1_3303270165
3305,EUN1_3303239398
3306,EUN1_3303203669
3307,EUN1_3300017077
3308,EUN1_3299981773
3309,EUN1_3299945882
3310,EUN1_3299903896
3311,EUN1_3299876500
3312,EUN1_3299867518
3313,EUN1_3299836247
3314,EUN1_3299812469
3315,EUN1_3299758319
3316,EUN1_3299722941
3317,EUN1_3299685598
3318,EUN1_3299656245
3319,EUN1_3299630213
3320,EUN1_3299609056
3321,EUN1_3299589894
3322,EUN1_3299580128
3323,EUN1_3299125144
3324,EUN1_3299085710
3325,EUN1_3299061149
3326,EUN1_3299022812
3327,EUN1_3298983850
3328,EUN1_3298957471
3329,EUN1_3298933201
3330,EUN1_3298906212
3331,EUN1_3298857172
3332,EUN1_3298825287
3333,EUN1_3298801424
3334,EUN1_3298701754
3335,EUN1_3298227974
3336,EUN1_3298204572
3337,EUN1_3298168364
3338,EUN1_3298142279
3339,EUN1_3298118629
3340,EUN1_3298090422
3341,EUN1_3297410298
3342,EUN1_3297393251
3343,EUN1_3297369473
3344,EUN1_3297360165
3345,EUN1_3297342887
3346,EUN1_3297326125
3347,EUN1_3297299538
3348,EUN1_3297281793
3349,EUN1_3297265717
3350,EUN1_3297251546
3351,EUN1_3297247107
3352,EUN1_3297235007
3353,EUN1_3297223865
3354,EUN1_3297222257
3355,EUN1_3296919672
3356,EUN1_3296875826
3357,EUN1_3296838699
3358,EUN1_3296803337
3359,EUN1_3296761731
3360,EUN1_3296735343
3361,EUN1_3296719371
3362,EUN1_3296689749
3363,EUN1_3296670036
3364,EUN1_3296657344
3365,EUN1_3296623171
3366,EUN1_3300190798
3367,EUN1_3300175080
3368,EUN1_3300149011
3369,EUN1_3300109023
3370,EUN1_3300068054
3371,EUN1_3300034570
3372,EUN1_3299967540
3373,EUN1_3299941237
3374,EUN1_3299459678
3375,EUN1_3299455481
3376,EUN1_3299450170
3377,EUN1_3299440896
3378,EUN1_3299426749
3379,EUN1_3299410934
3380,EUN1_3299399547
3381,EUN1_3299374156
3382,EUN1_3299309916
3383,EUN1_3299275202
3384,EUN1_3298983850
3385,EUN1_3298940699
3386,EUN1_3298910474
3387,EUN1_3298884289
3388,EUN1_3298274435
3389,EUN1_3298229740
3390,EUN1_3298204572
3391,EUN1_3298164702
3392,EUN1_3298142279
3393,EUN1_3298118074
3394,EUN1_3297872257
3395,EUN1_3297864222
3396,EUN1_3297848635
3397,EUN1_3297832660
3398,EUN1_3297791699
3399,EUN1_3297755814
3400,EUN1_3297726863
3401,EUN1_3297699971
3402,EUN1_3297668511
3403,EUN1_3297613807
3404,EUN1_3297410298
3405,EUN1_3297393251
3406,EUN1_3297363148
3407,EUN1_3297338324
3408,EUN1_3297324710
3409,EUN1_3297303714
3410,EUN1_3297190003
3411,EUN1_3297187504
3412,EUN1_3297179864
3413,EUN1_3297176589
3414,EUN1_3297165532
3415,EUN1_3297131945
3416,EUN1_3297107632
3417,EUN1_3297072496
3418,EUN1_3297036888
3419,EUN1_3297000549
3420,EUN1_3296917587
3421,EUN1_3296809723
3422,EUN1_3296780817
3423,EUN1_3296750156
3424,EUN1_3296701818
3425,EUN1_3296676815
3426,EUN1_3296649918
3427,EUN1_3296496296
3428,EUN1_3296484643
3429,EUN1_3296476409
3430,EUN1_3296463342
3431,EUN1_3296446663
3432,EUN1_3296425937
3433,EUN1_3296409245
3434,EUN1_3296380050
3435,EUN1_3296350612
3436,EUN1_3296318475
3437,EUN1_3296287335
3438,EUN1_3296247437
3439,EUN1_3295966245
3440,EUN1_3295951599
3441,EUN1_3295932503
3442,EUN1_3295914111
3443,EUN1_3295904053
3444,EUN1_3295803599
3445,EUN1_3295797425
3446,EUN1_3295789124
3447,EUN1_3295777183
3448,EUN1_3295762638
3449,EUN1_3295746685
3450,EUN1_3295724770
3451,EUN1_3295700695
3452,EUN1_3295658836
3453,EUN1_3295639307
3454,EUN1_3295595369
3455,EUN1_3295569032
3456,EUN1_3295549488
3457,EUN1_3295512455
3458,EUN1_3295458802
3459,EUN1_3295426371
3460,EUN1_3295396410
3461,EUN1_3275223030
3462,EUN1_3275207431
3463,EUN1_3275202687
3464,EUN1_3267576033
3465,EUN1_3297250442
3466,EUN1_3297163510
3467,EUN1_3297128961
3468,EUN1_3296918190
3469,EUN1_3296883702
3470,EUN1_3296819990
3471,EUN1_3296784846
3472,EUN1_3296744053
3473,EUN1_3296723642
3474,EUN1_3296552028
3475,EUN1_3296463422
3476,EUN1_3296135157
3477,EUN1_3296104580
3478,EUN1_3296023474
3479,EUN1_3295975763
3480,EUN1_3295903752
3481,EUN1_3295900167
3482,EUN1_3295891319
3483,EUN1_3295875895
3484,EUN1_3295755626
3485,EUN1_3295730067
3486,EUN1_3295639414
3487,EUN1_3295510429
3488,EUN1_3295337773
3489,EUN1_3295300676
3490,EUN1_3295180695
3491,EUN1_3294803596
3492,EUN1_3294702110
3493,EUN1_3294638036
3494,EUN1_3294591241
3495,EUN1_3294565689
3496,EUN1_3294405137
3497,EUN1_3294379448
3498,EUN1_3294347461
3499,EUN1_3294331165
3500,EUN1_3294106110
3501,EUN1_3293920039
3502,EUN1_3293864149
3503,EUN1_3293749765
3504,EUN1_3293714764
3505,EUN1_3293675687
3506,EUN1_3293645993
3507,EUN1_3293569740
3508,EUN1_3293544393
3509,EUN1_3293164453
3510,EUN1_3293117654
3511,EUN1_3292780571
3512,EUN1_3292758083
3513,EUN1_3292739057
3514,EUN1_3292733533
3515,EUN1_3292722563
3516,EUN1_3292609630
3517,EUN1_3292592631
3518,EUN1_3292508740
3519,EUN1_3292434774
3520,EUN1_3292394100
3521,EUN1_3292357082
3522,EUN1_3292301151
3523,EUN1_3292285255
3524,EUN1_3292117645
3525,EUN1_3292101834
3526,EUN1_3292082907
3527,EUN1_3292072550
3528,EUN1_3292064544
3529,EUN1_3291569034
3530,EUN1_3291497239
3531,EUN1_3291482986
3532,EUN1_3291096771
3533,EUN1_3291077714
3534,EUN1_3290660196
3535,EUN1_3290597611
3536,EUN1_3289226763
3537,EUN1_3289203867
3538,EUN1_3287813615
3539,EUN1_3287804770
3540,EUN1_3286625533
3541,EUN1_3286613467
3542,EUN1_3285704543
3543,EUN1_3285691285
3544,EUN1_3285233081
3545,EUN1_3285222464
3546,EUN1_3284792000
3547,EUN1_3284787948
3548,EUN1_3284784512
3549,EUN1_3284781844
3550,EUN1_3284523954
3551,EUN1_3284505230
3552,EUN1_3284482542
3553,EUN1_3284463476
3554,EUN1_3284438325
3555,EUN1_3284125299
3556,EUN1_3284039346
3557,EUN1_3284023320
3558,EUN1_3283997646
3559,EUN1_3283459010
3560,EUN1_3283452553
3561,EUN1_3283439006
3562,EUN1_3283436785
3563,EUN1_3283412315
3564,EUN1_3312392232
3565,EUN1_3312354910
3566,EUN1_3312201764
3567,EUN1_3312186705
3568,EUN1_3312168812
3569,EUN1_3311779671
3570,EUN1_3311775154
3571,EUN1_3311734507
3572,EUN1_3311696420
3573,EUN1_3311670207
3574,EUN1_3311498255
3575,EUN1_3311485591
3576,EUN1_3311476433
3577,EUN1_3311061598
3578,EUN1_3311029378
3579,EUN1_3310998772
3580,EUN1_3310981765
