,match
4853,EUN1_3297980391
4854,EUN1_3297946041
4855,EUN1_3297613570
4856,EUN1_3297581281
4857,EUN1_3297526890
4858,EUN1_3297494711
4859,EUN1_3297167237
4860,EUN1_3297154665
4861,EUN1_3297147480
4862,EUN1_3297036888
4863,EUN1_3297005154
4864,EUN1_3296983129
4865,EUN1_3296936061
4866,EUN1_3296902532
4867,EUN1_3296862680
4868,EUN1_3296828853
4869,EUN1_3296215464
4870,EUN1_3296025590
4871,EUN1_3295997889
4872,EUN1_3295730067
4873,EUN1_3295728444
4874,EUN1_3295702221
4875,EUN1_3295648061
4876,EUN1_3295612658
4877,EUN1_3295561512
4878,EUN1_3295518935
4879,EUN1_3295483996
4880,EUN1_3295459015
4881,EUN1_3294915042
4882,EUN1_3294889080
4883,EUN1_3294848852
4884,EUN1_3294814655
4885,EUN1_3294777794
4886,EUN1_3294734820
4887,EUN1_3294694588
4888,EUN1_3294648410
4889,EUN1_3294405137
4890,EUN1_3294262337
4891,EUN1_3294256835
4892,EUN1_3294250180
4893,EUN1_3294207066
4894,EUN1_3294129340
4895,EUN1_3293316093
4896,EUN1_3293277616
4897,EUN1_3291975264
4898,EUN1_3291188497
4899,EUN1_3291159958
4900,EUN1_3290582071
4901,EUN1_3290558809
4902,EUN1_3290231648
4903,EUN1_3290126885
4904,EUN1_3289446558
4905,EUN1_3289419996
4906,EUN1_3289386628
4907,EUN1_3289354058
4908,EUN1_3289326042
4909,EUN1_3288077386
4910,EUN1_3288043142
4911,EUN1_3288011044
4912,EUN1_3287978040
4913,EUN1_3286301168
4914,EUN1_3285760348
4915,EUN1_3285713844
4916,EUN1_3285189191
4917,EUN1_3284101297
4918,EUN1_3284094630
4919,EUN1_3283307830
4920,EUN1_3283286936
4921,EUN1_3283075668
4922,EUN1_3282681315
4923,EUN1_3282635499
4924,EUN1_3281596810
4925,EUN1_3280232888
4926,EUN1_3280224000
4927,EUN1_3280213895
4928,EUN1_3280201205
4929,EUN1_3280178214
4930,EUN1_3280151733
4931,EUN1_3280131912
4932,EUN1_3278685929
4933,EUN1_3278665461
4934,EUN1_3278303626
4935,EUN1_3278291138
4936,EUN1_3277945056
4937,EUN1_3276226416
4938,EUN1_3274458405
4939,EUN1_3274117546
4940,EUN1_3273954859
4941,EUN1_3273943644
4942,EUN1_3273879348
4943,EUN1_3273753384
4944,EUN1_3273722488
4945,EUN1_3273205689
4946,EUN1_3273165507
4947,EUN1_3272901119
4948,EUN1_3272865295
4949,EUN1_3272849039
4950,EUN1_3306138115
4951,EUN1_3306105169
4952,EUN1_3305642530
4953,EUN1_3304196340
4954,EUN1_3304157243
4955,EUN1_3304074481
4956,EUN1_3304047918
4957,EUN1_3303648741
4958,EUN1_3303631909
4959,EUN1_3303614005
4960,EUN1_3303585024
4961,EUN1_3303562312
4962,EUN1_3302165695
4963,EUN1_3302139309
4964,EUN1_3302085108
4965,EUN1_3300921876
4966,EUN1_3300907032
4967,EUN1_3300891797
4968,EUN1_3300867951
4969,EUN1_3300154630
4970,EUN1_3300118059
4971,EUN1_3300083876
4972,EUN1_3300054181
4973,EUN1_3298555395
4974,EUN1_3298534139
4975,EUN1_3298504465
4976,EUN1_3298476248
4977,EUN1_3298341894
4978,EUN1_3298308433
4979,EUN1_3298225279
4980,EUN1_3298190994
4981,EUN1_3298169488
4982,EUN1_3298113624
4983,EUN1_3298091260
4984,EUN1_3298067131
4985,EUN1_3298037607
4986,EUN1_3297111947
4987,EUN1_3296420859
4988,EUN1_3296386834
4989,EUN1_3296359985
4990,EUN1_3296319011
4991,EUN1_3295641899
4992,EUN1_3295610186
4993,EUN1_3295020788
4994,EUN1_3295008082
4995,EUN1_3294992257
4996,EUN1_3294916816
4997,EUN1_3294504891
4998,EUN1_3294470997
4999,EUN1_3294093000
5000,EUN1_3294059203
5001,EUN1_3294010997
5002,EUN1_3293977238
5003,EUN1_3292912143
5004,EUN1_3292870717
5005,EUN1_3292647017
5006,EUN1_3292623432
5007,EUN1_3292593997
5008,EUN1_3292398218
5009,EUN1_3291920967
5010,EUN1_3291905321
5011,EUN1_3291877173
5012,EUN1_3291842976
5013,EUN1_3291767275
5014,EUN1_3291725605
5015,EUN1_3291561311
5016,EUN1_3291512083
5017,EUN1_3291493995
5018,EUN1_3291468966
5019,EUN1_3291470224
5020,EUN1_3291456817
5021,EUN1_3291349713
5022,EUN1_3291310870
5023,EUN1_3291281311
5024,EUN1_3291210188
5025,EUN1_3291174014
5026,EUN1_3290717476
5027,EUN1_3290684255
5028,EUN1_3290656702
5029,EUN1_3289601535
5030,EUN1_3289575066
5031,EUN1_3289545493
5032,EUN1_3289506668
5033,EUN1_3289473368
5034,EUN1_3289452393
5035,EUN1_3289185948
5036,EUN1_3289165621
5037,EUN1_3289140868
5038,EUN1_3288222484
5039,EUN1_3288189033
5040,EUN1_3288151165
5041,EUN1_3288018241
5042,EUN1_3287995536
5043,EUN1_3287310701
5044,EUN1_3287267282
5045,EUN1_3287210526
5046,EUN1_3286445676
5047,EUN1_3286428634
5048,EUN1_3286407266
5049,EUN1_3310659276
5050,EUN1_3310625887
5051,EUN1_3310356723
5052,EUN1_3310328951
5053,EUN1_3310314074
5054,EUN1_3310285032
5055,EUN1_3310267787
5056,EUN1_3310245719
5057,EUN1_3310098598
5058,EUN1_3310090278
5059,EUN1_3309988025
5060,EUN1_3309966542
5061,EUN1_3309901308
5062,EUN1_3308548407
5063,EUN1_3308025166
5064,EUN1_3308005203
5065,EUN1_3307988882
5066,EUN1_3307782458
5067,EUN1_3307642093
5068,EUN1_3307542036
5069,EUN1_3307531542
5070,EUN1_3307440362
5071,EUN1_3307339821
5072,EUN1_3307328039
5073,EUN1_3307325741
5074,EUN1_3307315025
5075,EUN1_3307286564
5076,EUN1_3307276666
5077,EUN1_3306968207
5078,EUN1_3306948182
5079,EUN1_3306933455
5080,EUN1_3306917399
5081,EUN1_3306905270
5082,EUN1_3306886724
5083,EUN1_3306753267
5084,EUN1_3306743446
5085,EUN1_3306676843
5086,EUN1_3306674087
5087,EUN1_3306642416
5088,EUN1_3306633162
5089,EUN1_3306623669
5090,EUN1_3306613231
5091,EUN1_3306400304
5092,EUN1_3306016869
5093,EUN1_3305987572
5094,EUN1_3305956858
5095,EUN1_3305951732
5096,EUN1_3305950802
5097,EUN1_3305939361
5098,EUN1_3305860531
5099,EUN1_3305298331
5100,EUN1_3305288384
5101,EUN1_3305284543
5102,EUN1_3305267904
5103,EUN1_3305267352
5104,EUN1_3305264232
5105,EUN1_3305257576
5106,EUN1_3305249988
5107,EUN1_3305248271
5108,EUN1_3304817545
5109,EUN1_3304672510
5110,EUN1_3303734353
5111,EUN1_3303725770
5112,EUN1_3303717823
5113,EUN1_3303714288
5114,EUN1_3303689510
5115,EUN1_3303682434
5116,EUN1_3303668233
5117,EUN1_3303656657
5118,EUN1_3303640070
5119,EUN1_3303626878
5120,EUN1_3303615449
5121,EUN1_3303602465
5122,EUN1_3303593507
5123,EUN1_3303575410
5124,EUN1_3303342712
5125,EUN1_3302947465
5126,EUN1_3302938925
5127,EUN1_3302934371
5128,EUN1_3302927309
5129,EUN1_3302466259
5130,EUN1_3302436609
5131,EUN1_3301679337
5132,EUN1_3301667753
5133,EUN1_3301661248
5134,EUN1_3301651754
5135,EUN1_3301641057
5136,EUN1_3300964036
5137,EUN1_3300965222
5138,EUN1_3300957397
5139,EUN1_3300952385
5140,EUN1_3300948100
5141,EUN1_3300933459
5142,EUN1_3300915422
5143,EUN1_3300902489
5144,EUN1_3300739250
5145,EUN1_3300292901
5146,EUN1_3300284466
5147,EUN1_3300269886
5148,EUN1_3307650602
5149,EUN1_3307602474
5150,EUN1_3307574287
5151,EUN1_3307528282
5152,EUN1_3307486877
5153,EUN1_3307143576
5154,EUN1_3306748078
5155,EUN1_3306731135
5156,EUN1_3306687891
5157,EUN1_3306672885
5158,EUN1_3306649937
5159,EUN1_3306504173
5160,EUN1_3306461030
5161,EUN1_3302454954
5162,EUN1_3301689993
5163,EUN1_3301656012
5164,EUN1_3301642892
5165,EUN1_3301457789
5166,EUN1_3301414204
5167,EUN1_3301384225
5168,EUN1_3301346678
5169,EUN1_3301153839
5170,EUN1_3301135655
5171,EUN1_3298939454
5172,EUN1_3298829603
5173,EUN1_3298807150
5174,EUN1_3298777738
5175,EUN1_3298763004
5176,EUN1_3298478607
5177,EUN1_3297404727
5178,EUN1_3296109821
5179,EUN1_3296076546
5180,EUN1_3295885887
5181,EUN1_3295802636
5182,EUN1_3295801112
5183,EUN1_3295788550
5184,EUN1_3295777280
5185,EUN1_3295762447
5186,EUN1_3295736747
5187,EUN1_3295713282
5188,EUN1_3295684803
5189,EUN1_3295643877
5190,EUN1_3295585855
5191,EUN1_3295510429
5192,EUN1_3295469456
5193,EUN1_3295436096
5194,EUN1_3294760407
5195,EUN1_3294728399
5196,EUN1_3294690525
5197,EUN1_3294617865
5198,EUN1_3294594583
5199,EUN1_3294561358
5200,EUN1_3294527224
5201,EUN1_3294202470
5202,EUN1_3294113402
5203,EUN1_3294073053
5204,EUN1_3294038265
5205,EUN1_3294014123
5206,EUN1_3293909309
5207,EUN1_3293866488
5208,EUN1_3293818848
5209,EUN1_3293780798
5210,EUN1_3293751778
5211,EUN1_3293693155
5212,EUN1_3293662078
5213,EUN1_3293603662
5214,EUN1_3293581577
5215,EUN1_3293554869
5216,EUN1_3293524793
5217,EUN1_3293503650
5218,EUN1_3293377219
5219,EUN1_3293354625
5220,EUN1_3293318105
5221,EUN1_3293282281
5222,EUN1_3292073862
5223,EUN1_3288056682
5224,EUN1_3287853272
5225,EUN1_3287833801
5226,EUN1_3287521541
5227,EUN1_3287441977
5228,EUN1_3286856132
5229,EUN1_3286824663
5230,EUN1_3286711086
5231,EUN1_3286648381
5232,EUN1_3286624287
5233,EUN1_3286347550
5234,EUN1_3286312519
5235,EUN1_3286283198
5236,EUN1_3286230889
5237,EUN1_3286185281
5238,EUN1_3286143669
5239,EUN1_3286115671
5240,EUN1_3286095327
5241,EUN1_3286076292
5242,EUN1_3286055602
5243,EUN1_3286039143
5244,EUN1_3285862907
5245,EUN1_3285853543
5246,EUN1_3285847228
5247,EUN1_3311219808
5248,EUN1_3311172653
5249,EUN1_3311125379
5250,EUN1_3311084152
5251,EUN1_3311061598
5252,EUN1_3311035486
5253,EUN1_3311011536
5254,EUN1_3310974013
5255,EUN1_3310956187
5256,EUN1_3310942349
5257,EUN1_3310919970
5258,EUN1_3310905502
5259,EUN1_3310888203
5260,EUN1_3310869051
5261,EUN1_3310860244
5262,EUN1_3310838914
5263,EUN1_3310832661
5264,EUN1_3310516727
5265,EUN1_3310474060
5266,EUN1_3310452888
5267,EUN1_3310420577
5268,EUN1_3310386291
5269,EUN1_3310347371
5270,EUN1_3310321798
5271,EUN1_3310302835
5272,EUN1_3310280056
5273,EUN1_3310262885
5274,EUN1_3310147939
5275,EUN1_3310145151
5276,EUN1_3310130639
5277,EUN1_3310119658
5278,EUN1_3310109389
5279,EUN1_3310072781
5280,EUN1_3310051168
5281,EUN1_3310011786
5282,EUN1_3309394625
5283,EUN1_3309387897
5284,EUN1_3309372238
5285,EUN1_3309360040
5286,EUN1_3309352613
5287,EUN1_3309342202
5288,EUN1_3309325119
5289,EUN1_3309305902
5290,EUN1_3309274783
5291,EUN1_3309234602
5292,EUN1_3309112257
5293,EUN1_3309008048
5294,EUN1_3308263805
5295,EUN1_3308247966
5296,EUN1_3308228648
5297,EUN1_3308211336
5298,EUN1_3307922529
5299,EUN1_3307916960
5300,EUN1_3307915573
5301,EUN1_3307890619
5302,EUN1_3307882132
5303,EUN1_3307869604
5304,EUN1_3307835832
5305,EUN1_3307822372
5306,EUN1_3307798468
5307,EUN1_3307781108
5308,EUN1_3307752303
5309,EUN1_3307727050
5310,EUN1_3307698786
5311,EUN1_3307670935
5312,EUN1_3307639997
5313,EUN1_3307610835
5314,EUN1_3307496895
5315,EUN1_3307464934
5316,EUN1_3307209266
5317,EUN1_3307193353
5318,EUN1_3307160094
5319,EUN1_3307118411
5320,EUN1_3307080841
5321,EUN1_3307035435
5322,EUN1_3306913202
5323,EUN1_3306838245
5324,EUN1_3306614044
5325,EUN1_3306612616
5326,EUN1_3306610010
5327,EUN1_3306609290
5328,EUN1_3306605178
5329,EUN1_3306575878
5330,EUN1_3306562999
5331,EUN1_3306296391
5332,EUN1_3306189934
5333,EUN1_3306156177
5334,EUN1_3306124055
5335,EUN1_3305903617
5336,EUN1_3305890081
5337,EUN1_3305786405
5338,EUN1_3305763704
5339,EUN1_3305650118
5340,EUN1_3305616763
5341,EUN1_3305588489
5342,EUN1_3305559434
5343,EUN1_3305527753
5344,EUN1_3305492482
5345,EUN1_3305274338
5346,EUN1_3307254137
5347,EUN1_3307248397
5348,EUN1_3307242279
5349,EUN1_3307235229
5350,EUN1_3307226353
5351,EUN1_3307198011
5352,EUN1_3307169058
5353,EUN1_3307141619
5354,EUN1_3307096861
5355,EUN1_3306594577
5356,EUN1_3306589415
5357,EUN1_3306580471
5358,EUN1_3306568436
5359,EUN1_3306549842
5360,EUN1_3306534493
5361,EUN1_3306506667
5362,EUN1_3306472717
5363,EUN1_3306444367
5364,EUN1_3306415988
5365,EUN1_3306356579
5366,EUN1_3306324588
5367,EUN1_3306287916
5368,EUN1_3305923559
5369,EUN1_3305916331
5370,EUN1_3305896617
5371,EUN1_3305872478
5372,EUN1_3305847016
5373,EUN1_3305820975
5374,EUN1_3305784745
5375,EUN1_3305260772
5376,EUN1_3305252464
5377,EUN1_3305227871
5378,EUN1_3305203885
5379,EUN1_3305174014
5380,EUN1_3305156698
5381,EUN1_3305119977
5382,EUN1_3305075380
5383,EUN1_3305045742
5384,EUN1_3304480878
5385,EUN1_3304476703
5386,EUN1_3304474096
5387,EUN1_3304425383
5388,EUN1_3304394062
5389,EUN1_3304366724
5390,EUN1_3304332628
5391,EUN1_3304285871
5392,EUN1_3304249570
5393,EUN1_3304207232
5394,EUN1_3303893601
5395,EUN1_3303865302
5396,EUN1_3303654842
5397,EUN1_3303647307
5398,EUN1_3303618083
5399,EUN1_3303251444
5400,EUN1_3303217869
5401,EUN1_3303174458
5402,EUN1_3303140688
5403,EUN1_3303060782
5404,EUN1_3303044431
5405,EUN1_3303029903
5406,EUN1_3302946516
5407,EUN1_3302940441
5408,EUN1_3302926970
5409,EUN1_3302916710
5410,EUN1_3302661072
5411,EUN1_3302564508
5412,EUN1_3302535468
5413,EUN1_3302502330
5414,EUN1_3302214658
5415,EUN1_3302200841
5416,EUN1_3302158484
5417,EUN1_3302136176
5418,EUN1_3302102963
5419,EUN1_3302064008
5420,EUN1_3302025882
5421,EUN1_3301995133
5422,EUN1_3301881037
5423,EUN1_3301555002
5424,EUN1_3301545929
5425,EUN1_3301482165
5426,EUN1_3301444624
5427,EUN1_3301405758
5428,EUN1_3300956594
5429,EUN1_3300951149
5430,EUN1_3300942419
5431,EUN1_3300930792
5432,EUN1_3300921510
5433,EUN1_3300902028
5434,EUN1_3300855898
5435,EUN1_3300828804
5436,EUN1_3300245481
5437,EUN1_3300228011
5438,EUN1_3300216192
5439,EUN1_3300191403
5440,EUN1_3300167793
5441,EUN1_3300111598
5442,EUN1_3300084700
5443,EUN1_3299438479
5444,EUN1_3299373167
5445,EUN1_3307905566
5446,EUN1_3307897875
5447,EUN1_3307883816
5448,EUN1_3307867057
5449,EUN1_3307859539
5450,EUN1_3307841552
5451,EUN1_3307811797
5452,EUN1_3307781104
5453,EUN1_3307734959
5454,EUN1_3307705876
5455,EUN1_3307675550
5456,EUN1_3307635615
5457,EUN1_3307586765
5458,EUN1_3307557910
5459,EUN1_3307458869
5460,EUN1_3307242279
5461,EUN1_3307228735
5462,EUN1_3307217085
5463,EUN1_3307162421
5464,EUN1_3307132991
5465,EUN1_3307105867
5466,EUN1_3307077533
5467,EUN1_3307001063
5468,EUN1_3306963563
5469,EUN1_3306943535
5470,EUN1_3306910611
5471,EUN1_3306870544
5472,EUN1_3306841971
5473,EUN1_3306578630
5474,EUN1_3306569003
5475,EUN1_3306550843
5476,EUN1_3306491071
5477,EUN1_3306457345
5478,EUN1_3306369887
5479,EUN1_3306329831
5480,EUN1_3306287916
5481,EUN1_3306257780
5482,EUN1_3306187806
5483,EUN1_3306155875
5484,EUN1_3306133246
5485,EUN1_3305935890
5486,EUN1_3305933386
5487,EUN1_3305924421
5488,EUN1_3305919231
5489,EUN1_3305906838
5490,EUN1_3305886978
5491,EUN1_3305854667
5492,EUN1_3305817018
5493,EUN1_3305779829
5494,EUN1_3305742757
5495,EUN1_3305669546
5496,EUN1_3305631189
5497,EUN1_3305017512
5498,EUN1_3304966448
5499,EUN1_3304863779
5500,EUN1_3304834259
5501,EUN1_3304805274
5502,EUN1_3304775148
5503,EUN1_3304740986
5504,EUN1_3304712438
5505,EUN1_3304676449
5506,EUN1_3304652524
5507,EUN1_3304637323
5508,EUN1_3303311315
5509,EUN1_3303273481
5510,EUN1_3303232438
5511,EUN1_3303196992
5512,EUN1_3303176662
5513,EUN1_3303150807
5514,EUN1_3303126960
5515,EUN1_3302945019
5516,EUN1_3302941697
5517,EUN1_3302933287
5518,EUN1_3302901053
5519,EUN1_3302876189
5520,EUN1_3302808070
5521,EUN1_3302711863
5522,EUN1_3302671298
5523,EUN1_3302590159
5524,EUN1_3302551636
5525,EUN1_3302514935
5526,EUN1_3302498416
5527,EUN1_3302448069
5528,EUN1_3302430195
5529,EUN1_3302402139
5530,EUN1_3302232931
5531,EUN1_3302229277
5532,EUN1_3302220481
5533,EUN1_3302209404
5534,EUN1_3302190131
5535,EUN1_3302162192
5536,EUN1_3302080368
5537,EUN1_3302042476
5538,EUN1_3301995133
5539,EUN1_3301956599
5540,EUN1_3301913030
5541,EUN1_3301896077
5542,EUN1_3301825578
5543,EUN1_3301785839
5544,EUN1_3021541608
5545,EUN1_3021336645
5546,EUN1_3021313623
5547,EUN1_3021329483
5548,EUN1_3021255729
5549,EUN1_3021264560
5550,EUN1_2986543276
5551,EUN1_2954273785
5552,EUN1_2954301284
5553,EUN1_2954289407
5554,EUN1_2954267670
5555,EUN1_2954085999
5556,EUN1_2954134030
5557,EUN1_2953750304
5558,EUN1_2953682137
5559,EUN1_2953610976
5560,EUN1_2952666805
5561,EUN1_2952664365
5562,EUN1_2952354559
5563,EUN1_2951898740
5564,EUN1_2951179491
5565,EUN1_2951038902
5566,EUN1_2949517049
5567,EUN1_2949065104
5568,EUN1_2948928078
5569,EUN1_2948247194
5570,EUN1_2948223739
5571,EUN1_2948240649
5572,EUN1_2948207721
5573,EUN1_2948063587
5574,EUN1_2948081965
5575,EUN1_2948080472
5576,EUN1_2948079638
5577,EUN1_2948038226
5578,EUN1_2947994652
5579,EUN1_2947871771
5580,EUN1_2947819509
5581,EUN1_2947776101
5582,EUN1_2947781539
5583,EUN1_2947738967
5584,EUN1_2947723738
5585,EUN1_2947672318
5586,EUN1_2947727310
5587,EUN1_2947606173
5588,EUN1_2947661505
5589,EUN1_2947209136
5590,EUN1_2947171138
5591,EUN1_2947045017
5592,EUN1_2947018462
5593,EUN1_2946944675
5594,EUN1_2946901083
5595,EUN1_2946866339
5596,EUN1_2946861940
5597,EUN1_2946819471
5598,EUN1_2944946992
5599,EUN1_2944955617
5600,EUN1_2944407426
5601,EUN1_2944355082
5602,EUN1_2944364236
5603,EUN1_2944266135
5604,EUN1_2944223509
5605,EUN1_2943610741
5606,EUN1_2943552576
5607,EUN1_2943551409
5608,EUN1_2941434181
5609,EUN1_2941461387
5610,EUN1_2941469160
5611,EUN1_2940051566
5612,EUN1_2940039945
5613,EUN1_2939844161
5614,EUN1_2939851058
5615,EUN1_2939857802
5616,EUN1_2939773284
5617,EUN1_2938532084
5618,EUN1_2936805947
5619,EUN1_2932903191
5620,EUN1_2932508870
5621,EUN1_2932502212
5622,EUN1_2932488838
5623,EUN1_2932228523
5624,EUN1_2932175494
5625,EUN1_2932181324
5626,EUN1_2932187404
5627,EUN1_2932113684
5628,EUN1_2932139230
5629,EUN1_2932055314
5630,EUN1_2932030254
5631,EUN1_2931652824
5632,EUN1_2931426375
5633,EUN1_2925017275
5634,EUN1_2924495587
5635,EUN1_2924493498
5636,EUN1_2924492053
5637,EUN1_2924313167
5638,EUN1_2924330401
5639,EUN1_2924265893
5640,EUN1_2924250319
5641,EUN1_2924186104
5642,EUN1_2924114783
5643,EUN1_3302397890
5644,EUN1_3302371428
5645,EUN1_3302337365
5646,EUN1_3302320659
5647,EUN1_3302306826
5648,EUN1_3302300252
5649,EUN1_3302173810
5650,EUN1_3301139218
5651,EUN1_3301109541
5652,EUN1_3301100096
5653,EUN1_3301073760
5654,EUN1_3300753481
5655,EUN1_3300691776
5656,EUN1_3300420539
5657,EUN1_3300393448
5658,EUN1_3299758319
5659,EUN1_3299665980
5660,EUN1_3299379611
5661,EUN1_3299362491
5662,EUN1_3299347610
5663,EUN1_3299284315
5664,EUN1_3298918737
5665,EUN1_3298891621
5666,EUN1_3298859542
5667,EUN1_3298819179
5668,EUN1_3298760914
5669,EUN1_3298748632
5670,EUN1_3298597039
5671,EUN1_3298459651
5672,EUN1_3298318973
5673,EUN1_3298184433
5674,EUN1_3297429411
5675,EUN1_3297386539
5676,EUN1_3297363148
5677,EUN1_3297325328
5678,EUN1_3297302510
5679,EUN1_3296771022
5680,EUN1_3296719371
5681,EUN1_3296694239
5682,EUN1_3296671465
5683,EUN1_3296650668
5684,EUN1_3296623171
5685,EUN1_3296499138
5686,EUN1_3296492422
5687,EUN1_3296442700
5688,EUN1_3296411888
5689,EUN1_3296386240
5690,EUN1_3296340522
5691,EUN1_3296091666
5692,EUN1_3296068779
5693,EUN1_3295996854
5694,EUN1_3295981170
5695,EUN1_3295960470
5696,EUN1_3295762798
5697,EUN1_3295283290
5698,EUN1_3295103166
5699,EUN1_3294879727
5700,EUN1_3294826467
5701,EUN1_3294546764
5702,EUN1_3294491040
5703,EUN1_3294203377
5704,EUN1_3294186694
5705,EUN1_3294159650
5706,EUN1_3294140228
5707,EUN1_3293909557
5708,EUN1_3293511869
5709,EUN1_3293486507
5710,EUN1_3293473121
5711,EUN1_3293270207
5712,EUN1_3293209561
5713,EUN1_3293151196
5714,EUN1_3293104465
5715,EUN1_3292831520
5716,EUN1_3292805694
5717,EUN1_3292787290
5718,EUN1_3292761706
5719,EUN1_3292746239
5720,EUN1_3292419254
5721,EUN1_3291517928
5722,EUN1_3291500885
5723,EUN1_3291494231
5724,EUN1_3291480987
5725,EUN1_3291464744
5726,EUN1_3291449797
5727,EUN1_3291443690
5728,EUN1_3291438977
5729,EUN1_3291435226
5730,EUN1_3291420040
5731,EUN1_3291422346
5732,EUN1_3291418789
5733,EUN1_3290671540
5734,EUN1_3290183924
5735,EUN1_3289739861
5736,EUN1_3289385279
5737,EUN1_3289214473
5738,EUN1_3288998849
5739,EUN1_3288853633
5740,EUN1_3288833597
5741,EUN1_3288803789
5742,EUN1_3314268147
5743,EUN1_3314226436
5744,EUN1_3314197904
5745,EUN1_3314102384
5746,EUN1_3314056393
5747,EUN1_3314020280
5748,EUN1_3313998401
5749,EUN1_3313964777
5750,EUN1_3313932573
5751,EUN1_3313901819
5752,EUN1_3313869937
5753,EUN1_3313592601
5754,EUN1_3313585981
5755,EUN1_3313571914
5756,EUN1_3313551777
5757,EUN1_3313529841
5758,EUN1_3313497961
5759,EUN1_3313431179
5760,EUN1_3313381234
5761,EUN1_3313341626
5762,EUN1_3313326095
5763,EUN1_3313290170
5764,EUN1_3313234049
5765,EUN1_3313203567
5766,EUN1_3313163699
5767,EUN1_3313131027
5768,EUN1_3312851133
5769,EUN1_3312818290
5770,EUN1_3312796224
5771,EUN1_3312747950
5772,EUN1_3312713318
5773,EUN1_3312658288
5774,EUN1_3312615826
5775,EUN1_3312572342
5776,EUN1_3312539904
5777,EUN1_3312508338
5778,EUN1_3312466996
5779,EUN1_3312079323
5780,EUN1_3312046020
5781,EUN1_3312021486
5782,EUN1_3312001560
5783,EUN1_3311962431
5784,EUN1_3311918050
5785,EUN1_3311870708
5786,EUN1_3311850274
5787,EUN1_3311820933
5788,EUN1_3311784244
5789,EUN1_3311738899
5790,EUN1_3311702341
5791,EUN1_3311405579
5792,EUN1_3311385561
5793,EUN1_3311362993
5794,EUN1_3311343087
5795,EUN1_3311307104
5796,EUN1_3311279147
5797,EUN1_3311233942
5798,EUN1_3311206405
5799,EUN1_3311160062
5800,EUN1_3311125379
5801,EUN1_3310688243
5802,EUN1_3310652806
5803,EUN1_3310613713
5804,EUN1_3310581139
5805,EUN1_3310533771
5806,EUN1_3310498818
5807,EUN1_3310467114
5808,EUN1_3310425293
5809,EUN1_3310110534
5810,EUN1_3310072781
5811,EUN1_3310036714
5812,EUN1_3310005135
5813,EUN1_3309960857
5814,EUN1_3309913975
5815,EUN1_3309883115
5816,EUN1_3309839494
5817,EUN1_3309799374
5818,EUN1_3309759994
5819,EUN1_3309729974
5820,EUN1_3309685151
5821,EUN1_3309644934
5822,EUN1_3309605153
5823,EUN1_3309572278
5824,EUN1_3308908831
5825,EUN1_3308876845
5826,EUN1_3308563757
5827,EUN1_3308555745
5828,EUN1_3308533060
5829,EUN1_3308510231
5830,EUN1_3308481958
5831,EUN1_3308455316
5832,EUN1_3308423674
5833,EUN1_3308382062
5834,EUN1_3308354626
5835,EUN1_3308315221
5836,EUN1_3308281150
5837,EUN1_3308253538
5838,EUN1_3308220076
5839,EUN1_3308174499
5840,EUN1_3308145199
5841,EUN1_3308354318
5842,EUN1_3308316899
5843,EUN1_3308282587
5844,EUN1_3308258602
5845,EUN1_3308200534
5846,EUN1_3308167701
5847,EUN1_3308155016
5848,EUN1_3308136200
5849,EUN1_3307597117
5850,EUN1_3307559366
5851,EUN1_3307533720
5852,EUN1_3307515053
5853,EUN1_3307491664
5854,EUN1_3307475561
5855,EUN1_3307455499
5856,EUN1_3307194911
5857,EUN1_3307150568
5858,EUN1_3306911986
5859,EUN1_3306819403
5860,EUN1_3306794648
5861,EUN1_3306702465
5862,EUN1_3306688351
5863,EUN1_3306200751
5864,EUN1_3306174087
5865,EUN1_3306144489
5866,EUN1_3306112953
5867,EUN1_3306027114
5868,EUN1_3305720761
5869,EUN1_3305679877
5870,EUN1_3305639344
5871,EUN1_3305463661
5872,EUN1_3305441920
5873,EUN1_3305427609
5874,EUN1_3305412340
5875,EUN1_3305388999
5876,EUN1_3305375544
5877,EUN1_3305334083
5878,EUN1_3305323963
5879,EUN1_3305315575
5880,EUN1_3302853968
5881,EUN1_3302841954
5882,EUN1_3302831151
5883,EUN1_3302807857
5884,EUN1_3302720267
5885,EUN1_3302384661
5886,EUN1_3302320659
5887,EUN1_3302306217
5888,EUN1_3302288655
5889,EUN1_3302279040
5890,EUN1_3302269912
5891,EUN1_3302046728
5892,EUN1_3302011917
5893,EUN1_3301973292
5894,EUN1_3301901991
5895,EUN1_3301868867
5896,EUN1_3301834431
5897,EUN1_3301798070
5898,EUN1_3301769567
5899,EUN1_3301740650
5900,EUN1_3301719123
5901,EUN1_3301685019
5902,EUN1_3301672712
5903,EUN1_3301657020
5904,EUN1_3301641565
5905,EUN1_3301224374
5906,EUN1_3301213574
5907,EUN1_3301195838
5908,EUN1_3301143433
5909,EUN1_3301080439
5910,EUN1_3300839184
5911,EUN1_3300809390
5912,EUN1_3300759701
5913,EUN1_3300713804
5914,EUN1_3300668685
5915,EUN1_3300628841
5916,EUN1_3300613743
5917,EUN1_3300537195
5918,EUN1_3300516402
5919,EUN1_3300447367
5920,EUN1_3300419202
5921,EUN1_3300354907
5922,EUN1_3300221583
5923,EUN1_3300215357
5924,EUN1_3300204551
5925,EUN1_3300190865
5926,EUN1_3300107124
5927,EUN1_3299971317
5928,EUN1_3299918421
